Magyar név,Mai hivatalos név,Ország
Barstaszár,Tesárske Mlyňany,SK
Barsvörösvár,Červený Hrádok,SK
Bart,Bruty,SK
Bártfa,Bardejov,SK
Bártfaújfalu,Bardejovská Nová Ves,SK
Bartos,Bartošova Lehôtka,SK
Bartosfalva,Bartošovce,SK
Barza,Bârsa,RO
Barzafalva,Bârzeşti,RO
Basahid,Bašaid,YU
Baska,Baška,SK
Bassóc,Bašovce,SK
Bástya,Baştea,RO
Baszarabásza,Basarabasa,RO
Bát,Bátovce,SK
Batár,Bratove,UA
Batarcs,Bătarci,RO
Bátfa,Batfa,UA
Batiz,Batiz,RO
Batiz,Botiz,RO
Batiza,Botiza,RO
Batizfalva,Batizovce,SK
Batizháza,Botez,RO
Batizvasvári,Oşvarău,RO
Bátka,Bátka,SK
Bátony,Batin,RO
Bátorfalu,Bátorová,SK
Bátorhegy,Krajná Bystrá,SK
Bátorkeszi,Bátorove Kosihy,SK
Bátos,Batoş,RO
Batrina,Bătrâna,RO
Batta,Bata,RO
Bátyafalva,Bătuţa,RO
Bátyok,Bačkovík,SK
Battyán,Boťany,SK
Battyánd,Puconci,SLO
Battyánfalva,Rakičan,SLO
Battyánháza,> Óbéb (1914),RO
Bátyú,Batyove,UA
Baucár,Băuţar,RO
Bazéd,Bozed,RO
Báziás,Baziaş,RO
Bazin,Pezinok,SK
Bázna,Bazna,RO
Bázos,Bazoş,RO
Bázosd,Begheiu Mic,RO
Beckó,Beckov,SK
Beckókisfalu,Beckovská Vieska,SK
Becsó,Bečov,SK
Béd,Bádice,SK
Bede,Bedeni,RO
Bedecs,Bedeciu,RO
Bedellő,Izvoarele,RO
Bedőháza,Bedevlja,UA
Bégabalázsd,Baloşeşti,RO
Bégafő,Klek,YU
Bégahosszúpatak,Valea Lungă Română,RO
Bégakalodva,Cladova,RO
Bégakörtés,Păru,RO
Bégalankás,Luncanii de Jos,RO
Bégalaposnok,Lăpuşnic,RO
Bégamonostor,Mănăştiur,RO
Béganyiresd,Breazova,RO
Bégapata,Spata,RO
Bégaszederjes,Sudriaş,RO
Bégaszentes,Sinteşti,RO
Bégaszentgyörgy,Žitište,YU
Bégaszentmihály,Sânmihaiu Român,RO
Bégaszuszány,Susani,RO
Begecs,Begeč,YU
Begengyátpásztély,Behengyacka Pasztilj,UA
Behárfalu,Liptovské Beharovce,SK
Beharóc,Beharovce,SK
Beje,Behynce,SK
Békafalu,Krottendorf bei Güssing,A
Békásd,Žabnik,HR
Békástelep,Becaş,RO
Békató,Krottendorf bei Neuhaus am Klausenbach,A
Béke,Mierovo,SK
Beketfa,Beketfa,SK
Békova,Bikovo,YU
Bél,Beliu,RO
Béla,Belá,SK
Bélabánya,Banská Belá,SK
Bélád,Beladice,SK
Bélafalva,Belani,RO
Bélagyertyános,Hrabovka,SK
Bélaház,Boleráz,SK
Bélajablánc,Iablaniţa,RO
Bélakorompa,Krempachy,PL
Bélamácsó,Mačov,SK
Bélamajor,Karadjordjevo,YU
Bélapataka,Valaská Belá,SK
Bélárkos,Archiş,RO
Belatinc,Beltinci,SLO
Bélaudvarnok,Nitrica,SK
Bélavézse,Beloveža,SK
Bélbor,Bilbor,RO
Béld,Beluj,SK
Belebova,Belebovo,UA
Bélegregy,Agrişu Mic,RO
Belejőc,Belejovce,SK
Belence,Belinţ,RO
Belényes,Beiuş,RO
Belényesforró,Forău,RO
Belényesirtás,Lazuri de Beiuş,RO
Belényesörvényes,Urviş de Beiuş,RO
Belényessonkolyos,Şuncuiş,RO
Belényesújlak,Uileacu de Beiuş,RO
Belényesvalány,Vălanii de Beiuş,RO
Belényesszeleste,Sălişte de Beiuş,RO
Belényesszentmárton,Sânmartin de Beiuş,RO
Belényesszentmiklós,Sânnicolau de Beiuş,RO
Belesz,Blesovce,SK
Beletháza,Belotinţ,RO
Belezsény,Belejeni,RO
Bélfenyér,Belfir,RO
Bélhagymás,Hăşmaş,RO
Belica,Belica,HR
Belinc,Belince,SK
Bélkalocsa,Călacea,RO
Bélkaroly,Coroi,RO
Bélkirálymező,Craiva,RO
Bélkismaros,Stoineşti,RO
Bella,Belá,SK
Bellény,Belín,SK
Bellus,Beluša,SK
Bélmárkaszék,Seliştea,RO
Bélmező,Lunca Mărcuşului,RO
Bélmocsolya,Lunca Teuzului,RO
Bélnagymaros,Mărăuş,RO
Belovár,Bjelovar,HR
Bélörvényes,Urvişu de Beliu,RO
Bélrogoz,Rogoz de Beliu,RO
Belsőtelep,Fundătura,RO
Béltekhodos,Hodişa,RO
Bélvata,Vojtechovce,SK
Bélzerénd,Zerindu Mic,RO
Bély,Biel,SK
Bellye,Bilje,HR
Béna,Belina,SK
Benatina,Beňatina,SK
Bencéd,Benţid,RO
Bencenc,Aurel Vlaicu,RO
Bendorf,Beneşti,RO
Bene,Benya,UA
Benedekfalu,Beňadiková,SK
Benedekfalva,Benesat,RO
Benedeki,Benedikivci,UA
Benedekvágása,Beňadikovce,SK
Benedikó,Beňadovo,SK
Benefalva,Benice,SK
Benesháza,Beňuš,SK
Benge,Šumarina,HR
Benic,Benice,SK
Benice,Benica,SLO
Benkepatony,Benkova Potôň,SK
Benkőfalva,Benkovce,SK
Bény,Bíňa,SK
Benyefalva,Beneşti,RO
Benyék,Beniakovce,SK
Bényes,Biniş,RO
Benyólehota,Beňova Lehota,SK
Benyusháza,Beňušovce,SK
Beocsin,Beočin,YU
Beocsin Monostor,Manaštir Beočin,YU
Beodra,Beodra,YU
Bércalja,Janovce,SK
Bérczes,Dolná Poruba,SK
Bercse,Bercea,RO
Bercsény,Svinná,SK
Bercsényifalva,Dubrinics,UA
Berdárka,Brdárka,SK
Bere,Berea,RO
Bereck,Breţcu,RO
Beréd,Brebi,RO
Béreg,Bački Breg,YU
Beregardó,Ardiv,UA
Beregbárdos,Bukovec,UA
Beregbükkös,Bukovinka,UA
Beregdéda,Deda,UA
Beregdubróka,Gyibrivka,UA
Beregfogaras,Zubovka,UA
Beregforrás,Rodnikivka,UA
Bereghalmos,Skuratyivci,UA
Beregi,Berehi,UA
Beregkisalmás,Zaluzsje,UA
Beregkisfalud,Szilce,UA
Beregkövesd,Kamjanszke,UA
Beregleányfalva,Lalove,UA
Beregnagyalmás,Jablunyiv,UA
Beregpálfalva,Volovica,UA
Beregpapfalva,Gyilok,UA
Beregrákos,Rakosin,UA
Beregrosztoka,Velika Roztoka,UA
Beregsárrét,Kalnik,UA
Beregsom,Som,UA
Beregszász,Berehove,UA
Beregszeg,Šulekovo,SK
Beregsziklás,Scserbovec,UA
Beregszilvás,Kuzmine,UA
Beregszőllős,Lohove,UA
Beregújfalu,Beregujfalu,UA
Berekalja,Podlužany,SK
Berekeresztúr,Bâra,RO
Berekfalu,Olešna,SK
Berekszó,Bârsău,RO
Berekszó,Beregsău Mare,RO
Berekszónémeti,Beregsău Mic,RO
Berekutca,Berecuţa,RO
Berencs,Branč,SK
Berencsbukóc,Bukovec,SK
Berencsfalu,Prenčov,SK
Berencsróna,Rovensko,SK
Berencsváralja,Podbranč,SK
Berend,Berindan,RO
Berény,Beriu,RO
Berestye,Breştea,RO
Berestyénfalva,Briešťie,SK
Beresztelke,Breaza,RO
Beresztény,Briestené,SK
Beresztóc,Banatski Brestovac,YU
Berethalom,Biertan,RO
Beretke,Bretka,SK
Berettő,Bracovce,SK
Berettyócsohaj,Ciuhoi,RO
Berettyódéda,Ghida,RO
Berettyófarnos,Sfârnaş,RO
Berettyókirályi,Chiraleu,RO
Berettyókohány,Cohani,RO
Berettyószéplak,Suplacu de Barcău,RO
Berezinka,Berezinka,UA
Berezna,Berezove,UA
Bereznek,Berezniki,UA
Bereznik,Berezniki,UA
Berezó,Brezová pod Bradlom,SK
Berezóc,Brezovec,SK
Berezóka,Brezovka,SK
Berhény,Briheni,RO
Berivoj,Berivoi,RO
Berkeháza,Berkovci,SLO
Berkenyéd,Jarabina,SK
Berkenyes,Berchieşu,RO
Berkes,Borzeşti,RO
Berkeszfalu,Percosova,RO
Berkeszpataka,Berchezoaia,RO
Berki,Rokycany,SK
Berlád,Bârla,RO
Berlistye,Berlişte,RO
Bernád,Bernadea,RO
Bernátfalva,Valaliky,SK
Bernic,Brnice,SK
Berszászka,Berzasca,RO
Bértelek,Breboja,UA
Bertény,Birtin,RO
Bertót,Bertotovce,SK
Berve,Berghin,RO
Berzenke,Bzenov,SK
Berzesd,Brăzeşti,RO
Berzéte,Brzotín,SK
Berzétekőrös,Kružná,SK
Berzevice,Brezovica,SK
Berzseny,Brezany,SK
Bés,Beša,SK
Bese,Beša,SK
Bese,Stejărenii,RO
Besenovo,Bešenovo,YU
Besenovo Monostor,Bešenovački Prnjavor,YU
Besenyő,Viişoara,RO
Besenyőfalu,Bešeňová,SK
Besenyőpetőfalva,Pečeňady,SK
Besimbák,Olteţ,RO
Beszter,Byster,SK
Beszterce,Bistriţa,RO
Besztercebánya,Banská Bystrica,SK
Besztercsény,Bystričany,SK
Béta,Beta,RO
Betfalva,Beteşti,RO
Betfia,Betfia,RO
Bethlen,Beclean,RO
Bethlenegres,Agrişu de Sus,RO
Bethlenháza,Bethausen,RO
Bethlenkeresztúr,Cristur-Şieu,RO
Bethlenkörtvélyes,Perişor,RO
Betlen,Beclean,RO
Betlenfalva,Betlanovce,SK
Betlenszentmiklós,Sânmiclăuş,RO
Betlér,Betliar,SK
Bezdán,Bezdan,YU
Bezdédfalva,Vieska-Bezdedov,SK
Bezdédtelek,Bezded,RO
Bezeréte,Trnava Hora,SK
Bezine,Bziny,SK
Bező,Bežovce,SK
Bezsán,Bejan,RO
Bibarcfalva,Biborţeni,RO
Biccsefalu,Bytčica,SK
Biccseszabadi,Žilinská Lehota,SK
Bidirászaházcsoport,Blidireasa,RO
Bigér,Bigăr,RO
Bihar,Biharia,RO
Biharcsanálos,Cenaloş,RO
Bihardiószeg,Diosig,RO
Bihardobrosd,Dobreşti,RO
Biharfélegyháza,Roşiori,RO
Biharfenyves,Brădet,RO
Biharhosszúaszó,Husasău de Tinca,RO
Biharkaba,Căbeşti,RO
Biharkristyór,Criştioru de Jos,RO
Biharlonka,Lunca,RO
Biharmagura,Măgura,RO
Biharmező,Poiana,RO
Biharó,Becherov,SK
Biharpoklos,Pocola,RO
Biharpüspöki,Episcopia Bihorului,RO
Biharrósa,Roşia,RO
Biharsályi,Şauaieu,RO
Biharszenes,Cărbunari,RO
Biharszentandrás,Sântandrei,RO
Biharszentelek,Sântelec,RO
Biharszentjános,Sântion,RO
Biharújfalu,Satu Nou,RO
Biharvajda,Vaida,RO
Bikácfalva,Bicaz,RO
Bikafalva,Tăureni,RO
Bikalat,Făgetu Ierii,RO
Bikás,Bicaşu,RO
Bikás,Bujakovo,SK
Bikfalva,Bicfalău,RO
Bikszád,Bixad,RO
Bikszárd,Buková,SK
Bilak,Domneşti,RO
Bilaszovica,Bilaszovica,UA
Bilin,Bilin,UA
Bilkaudvard,Bílkove Humence,SK
Bilke,Bilki,UA
Billéd,Biled,RO
Binóc,Bíňovce,SK
Birda,Birda,RO
Bírószék,Sodišinci,SLO
Birtin,Birtin,RO
Biste,Byšta,SK
Bisztere,Ohaba Bistra,RO
Bisztra,Bistra,RO
Bisztracseres,Cireşa,RO
Bisztranagyvölgy,Valea Bistrei,RO
Bisztranyires,Obreja,RO
Bisztraterebes,Chiribiş,RO
Bita,Bita,RO
Bitérfalva,Bitarová,SK
Bjelipotok,Oravský Biely Potok,SK
Blatnica,Blatnica,SK
Blenkemező,Poiana Blenchii,RO
Blezseny,Blăjeni,RO
Bobót,Bobot,SK
Bobótszabadja,Bobotská Lehota,SK
Bobró,Bobrov,SK
Bobrovnik,Bobrovník,SK
Bocs,Bociu,RO
Bocsár,Bočar,YU
Bocsárd,Bočiar,SK
Bocskaihegy,Zebanec,HR
Bocskó,Bocicău,RO
Bod,Bzince,SK
Bodafalu,Bodice,SK
Bodófalva,Bodovice,SK
Bodóhegy,Bodonci,SLO
Bodóka,Krivosúd-Bodovka,SK
Bodola,Budila,RO
Bodolló,Budulov,SK
Bodonkút,Vechea,RO
Bodonlaka,Bodovce,SK
Bodonos,Budoi,RO
Bodorfalva,Bodorová,SK
Bodos,Bodoş,RO
Bodrog,Bodrog,RO
Bodrogmező,Poľany,SK
Bodrogszentes,Svätuše,SK
Bodrogszentmária,Sväta Maria,SK
Bodrogszerdahely,Streda nad Bodrogom,SK
Bodrogszög,Klín nad Bodrogom,SK
Bodrogvécs,Več,SK
Bódvavendégi,Hosťovce,SK
Bodzaforduló,Ântorsura Buzăului,RO
Bodzás,Bžany,SK
Bodzásújlak,Novosad,SK
Bodzavám,Vama Buzăului,RO
Boérfalva,Boiereni,RO
Bogaras,Bogaraš,YU
Bogárfalva,Bulgăreni,RO
Bogáros,Bulgăruş,RO
Bogártelke,Băgara,RO
Bogdánd,Bogdand,RO
Bogdánháza,Stârciu,RO
Bogdány,Bohdanovce nad Trnavou,SK
Boglárka,Bogliarka,SK
Bogoltény,Bogâltin,RO
Bogorfalva,Bogodinţ,RO
Bogoszló,Trenčianske Bohuslavice,SK
Bogy,Bodiu,RO
Bogya,Bodza,SK
Bogyafalva,Bodeşti,RO
Bogyán,Bodjani,YU
Bogyarét,Bodzianske Lúky,SK
Bogyós,Bodiná,SK
Boholc,Boholţ,RO
Boholt,Boholt,RO
Boica,Băiţa,RO
Boica,Boiţa,RO
Boj,Boiu,RO
Bojabirz,Boia Bârzii,RO
Boján,Boianu Crasnei,RO
Bojca,Boiţa,RO
Bojtorjános,Scăiuş,RO
Bóka,Boka,YU
Bokajalfalu,Băcăinţi,RO
Bokajfelfalu,Ceru-Băcăinţi,RO
Boklya,Bochia,RO
Bokorvány,Bucuroaia,RO
Bokos,Bucoşniţa,RO
Bokrács,Bokrači,SLO
Boksa,Bokša,SK
Boksán,Bocşa,RO
Boksánbánya,Bocşa,RO
Bokszeg,Bocsig,RO
Boldogasszony,Frauenkirchen,A
Boldogasszonyfalva,Gospodjinci,YU
Boldogfa,Boldog,SK
Boldogfalva,Sântămărie,RO
Boldogváros,Seliştat,RO
Boldor,Boldur,RO
Bolesó,Bolešov,SK
Bolgárcserged,Cergău Mic,RO
Bolgárom,Bulhary,SK
Bolgártelep,Colonia Bulgară,RO
Bolkács,Bălcaciu,RO
Bolmány,Bolman,HR
Bolvás,Bolvaşniţa,RO
Bolvásvölgy,Valea Bolvaşniţa,RO
Boly,Boľ,SK
Bólya,Buia,RO
Bolyár,Boliarov,SK
Bolyk,Boľkovce,SK
Boncafalva,Bonţeşti,RO
Bonchida,Bonţida,RO
Boncnyíres,Bonţ,RO
Bondoraszó,Budureasa,RO
Bongárd,Bungard,RO
Bónisfalva,Bonisdorf,A
Bontesd,Bunteşti,RO
Bonyha,Bahnea,RO
Borbánd,Bărăbanţ,RO
Borbátviz,Râu Bărbat,RO
Borberek,Vurpăr,RO
Borberek,Valea Vinului,RO
Borbolya,Walbersdorf,A
Borcfalu,Borcová,SK
Borcsa,Borča,YU
Borcsány,Borčany,SK
Borcsiz,Borčice,SK
Bord,Bord,RO
Borda,Burda,RO
Bordos,Bordoşiu,RO
Borgóbeszterce,Bistriţa Bârgăului,RO
Borgóprund,Prundu Bârgăului,RO
Borgótiha,Tiha Bârgăului,RO
Borhalom,Boboviscse,UA
Borháza,Boreča,SLO
Borhegy,Weinberg im Burgenland,A
Borhida,Borejci,SLO
Bori,Bory,SK
Borisfalva,Kleinwarasdorf,A
Borkút,Borcut,RO
Borló,Borlova,RO
Boró,Borov,SK
Boróc,Obrovac,YU
Boród,Brid,UA
Borodnó,Brodno,SK
Borókás,Jedlinka,SK
Boronamező,Poniţa,RO
Boronás,Brvnište,SK
Borosbenedek,Benic,RO
Borosberend,Berindia,RO
Borosbocsárd,Bucerdea Vinoasă,RO
Borosd,Weingraben,A
Borosgödör,Inzenhof,A
Borosjenő,Ineu,RO
Boroskrakkó,Cricău,RO
Borosnya,Brusnica,SK
Borospatak,Valea Boroş,RO
Borosrósa,Roşia,RO
Borossebes,Sebiş,RO
Borostelek,Borşa,RO
Borostyán,Novi Beznovci,SLO
Borostyánkő,Bernstein,A
Boroszló,Brestov,SK
Borosznó,Brusno,SK
Borosznok,Brusník,SK
Borosztok,Brusturesc,RO
Borrév,Buru,RO
Bors,Borş,RO
Borsa,Borşa,RO
Borsaújfalu,Vultureni,RO
Borsi,Borša,SK
Borsmonostor,Klostermarienberg,A
Borsómező,Inuri,RO
Borsós,Hrachovište,SK
Borszeg,Burzuc,RO
Borszék,Borsec,RO
Borszucsina,Borszucsino,UA
Borválaszút,Crucişor,RO
Borz,Borz,RO
Borza,Bârza,RO
Borzánt,Borzont,RO
Borzás,Boziaş,RO
Borzasfalva,Boteşti,RO
Borzatanya,Borzia,RO
Borzfalva,Borszucsino,UA
Borzova,Silická Brezová,SK
Bós,Boş,RO
Bosác,Bošáca,SK
Bosányneprőd,Neporadza,SK
Bosoród,Boşorod,RO
Botadúlő,Botei,RO
Botfalu,Bod,RO
Botfalva,Botfalva,UA
Botfej,Botfei,RO
Botháza,Boteni,RO
Bótos,Botoš,YU
Bótrágy,Batragy,UA
Bottelep,Colonia Bod,RO
Bottornya,Podturen,HR
Bottyánfalva,Botineşti,RO
Bóz,Boz,RO
Bózes,Bozeş,RO
Bozitapuszta,Buzitka,SK
Bozitópuszta,Velike Livade,YU
Bozók,Bzovík,SK
Bozókaslók,Jalšovík,SK
Bozókszabadi,Bzovská Lehôtka,SK
Bozósd,Rădeşti,RO
Bozovics,Bozovici,RO
Bozsaly,Bogei,RO
Bozsor,Traian Vuia,RO
Bozsor,Bujor,RO
Bozsortanya,Bujor-Hodaie,RO
Bőd,Beudiu,RO
Bödön,Bidiu,RO
Bőfalu,Behynce,SK
Bögellő,Boheľov,SK
Bögölypatony,Dolná Potôň,SK
Bögöz,Mugeni,RO
Bökény,Buchin,RO
Böki,Chabžany,SK
Bölcsős,Kolibabovce,SK
Bölön,Belin,RO
Bölönpatak,Belin-Vale,RO
Bőlzse,Belža,SK
Börvely,Berveni,RO
Börvény,Vânători,RO
Börvinges,Barvinok,UA
Börzény,Bârza,RO
Bős,Gabčíkovo,SK
Bősháza,Biuşa,RO
Bözöd,Bezid,RO
Bözödújfalu,Bezidu Nou,RO
Brád,Brad,RO
Bradacel,Brădăţel,RO
Branyicska,Brănişca,RO
Brassó,Braşov,RO
Brassó,Brăşeu,RO
Brazília,Bagremovo,YU
Brázova,Breazova,RO
Breáza,Breaza,RO
Bréb,Breb,RO
Brébfalva,Brebeni,RO
Bredét,Brădet,RO
Bresztó,Bresztyiv,UA
Brettyelin,Bretelin,RO
Breza,Breza,SK
Breznóbánya,Brezno,SK
Brezovica,Brezovica,SK
Brezóvölgy,Brestovec,SK
Briznik,Brâznic,RO
Bród,Slavonski Brod,HR
Bród,Brid,UA
Brogyán,Brodzany,SK
Brotuna,Brotuna,RO
Brulya,Bruiu,RO
Brunóc,Brunovce,SK
Brusztópatak,Lopusanka,UA
Brusztura,Lopuhiv,UA
Bubuliska,Boboviscse,UA
Buccari,Bakar,HR
Bucló,Buclovany,SK
Búcs,Búč,SK
Bucsány,Bučany,SK
Bucsesd,Buceş,RO
Bucsin,Bucin,RO
Bucsin,Bucin,RO
Bucsonfalva,Buteasa,RO
Bucsony,Bucium,RO
Bucsuháza,Bučuháza,SK
Bucsum,Bucium,RO
Bucsum,Bucium,RO
Budafalva,Budafa,SK
Budaháza,Budince,SK
Budamér,Budimír,SK
Budás,Budička,SK
Budaszállás,Budiná,SK
Budatelke,Budeşti,RO
Budatin,Budatín,SK
Budfalva,Budeşti,RO
Budfalva,Budinci,SLO
Budinc,Budinţ,RO
Budinovci,Budjanovci,YU
Budurló,Budurleni,RO
Buglóc,Schreibersdorf,A
Bugyfalva,Budeşti,RO
Bugyikfala,Budikovany,SK
Bujánháza,Boineşti,RO
Bujdos,Vâlcelele,RO
Bujtur,Buituri,RO
Bukóc,Bukovec,UA
Bukóc,Pohronský Bukovec,SK
Bukova,Bucova,RO
Bukovec,Bucovăţ,RO
Bukovina,Bukovina,SK
Bukovinapodszkle,Bukowina-Podskle,PL
Bukovinka,Bukovinka,UA
Bukuresd,Bucureşci,RO
Bulbuk,Bulbuc,RO
Bulcs,Bulci,RO
Bulcsu,Bucsu,UA
Bulkeszi,Maglić,YU
Bulza,Bulza,RO
Bulzesd,Bulzeştii de Sus,RO
Bún,Boiu,RO
Bunkóc,Bunkovce,SK
Bunkós,Bunkovce,SK
Bunya,Bunea Mare,RO
Bunyaszekszárd,Bunea Mică,RO
Bunyila,Bunila,RO
Bunyita,Bunetice,SK
Burgóhegy,Burgauberg,A
Burjánfalva,Păuliş,RO
Búrszentgyörgy,Borský Svätý Jur,SK
Búrszentmiklós,Borský Mikuláš,SK
Búrszentpéter,Borský Peter,SK
Burzsuk,Burjuc,RO
Buság,Buşag,RO
Busóc,Bušovce,SK
Bussa,Bušince,SK
Bústelek,Búštelek,SK
Bustyaháza,Bustina,UA
Butka,Budkovce,SK
Buza,Buza,RO
Buzád,Buzad,RO
Búzafalva,Buzice,SK
Buzaháza,Grâuşorul,RO
Buzahely,Beznovci,SLO
Buzamező,Buzaş,RO
Buzás,Žitná-Radiša,SK
Búzásbesenyő,Valea Izvoarelor,RO
Buzásbocsárd,Bucerdea Grânoasă,RO
Buzd,Boz,RO
Buziásfürdő,Buziaş,RO
Buzinka,Buzinka,SK
Buzita,Buzica,SK
Bűdfalva,Budinci,SLO
Büdöskő,Smrdáky,SK
Büdöskút,Steinbrunn,A
Bükk,Făget,RO
Bükkfalva,Bucovăţ,RO
Bükkhavaspatak,Poiana Fagului,RO
Bükkhegy,Sintar,RO
Bükklok,Făgeţel,RO
Bükkörményes,Urmeniş,RO
Bükkös,Bichigiu,RO
Bükkösd,Bukovec,HR
Bükköskő,Potyik,UA
Bükköskút,Bukovina,SK
Bükköspatak,Bukovec,UA
Bükkszoldobágy,Solduba,RO
Bükktótfalu,Stremţ,RO
Bürgezd,Bilghez,RO
Bürkös,Bârghiş,RO
Cabaj,Cabaj-Čápor,SK
Cajla,Cajla,SK
Cakó,Cakov,SK
Cebe,Ţebea,RO
Cécke,Ţeţchea,RO
Cege,Ţaga,RO
Cégely,Cigeľ,SK
Cegőtelke,Ţigău,RO
Céke,Cejkov,SK
Cella,Ţela,RO
Celna,Ţelna,RO
Cente,Ţentea,RO
Cerecel,Ţărăţel,RO
Chlebnicze,Chlebnice,SK
Ciblesfalva,Suplai,RO
Cice,Sicele,RO
Cífer,Cífer,SK
Cigányfalva,Ţigăneştii de Criş,RO
Cigányi,Crişeni,RO
Cigányos,Ciganyivci,UA
Cigányosd,Ţigăneştii de Beiuş,RO
Cigelka,Cigeľka,SK
Cigla,Cigla,SK
Cikendál,Ţichindeal,RO
Cikmántor,Ţigmandru,RO
Cinfalva,Siegendorf im Burgenland,A
Cintos,Aţintiş,RO
Cirókabéla,Belá nad Cirochou,SK
Cirókahosszúmező,Dlhé nad Cirochou,SK
Cirókaófalu,Starina,SK
Cobolyfalu,Soblahov,SK
Coborfalva,Popudinské Močidľany,SK
Cód,Sadu,RO
Cófalva,Ţufalău,RO
Cold,Ţăudu,RO
Coptelke,Pădurenii,RO
Cukorgyár,Šećerana,HR
Csáb,Čebovce,SK
Csabaháza,Čabalovce,SK
Csabaújfalu,Valea Unguraşului,RO
Csabb,Čab-Sila,SK
Csabina,Csabin,UA
Csábóc,Cabov,SK
Csábrágsomos,Drienovo,SK
Csábrágvarbók,Čabradský Vrbovok,SK
Csaca,Čadca,SK
Csácsó,Čáčov,SK
Csajta,Schachendorf,A
Csák,Čakovci,HR
Csák,Ciacova,RO
Csákány,Čakany,SK
Csákányháza,Čakanovce,SK
Csákfalva,Kubrá,SK
Csákháza,Kubrica,SK
Csákigorbó,Gârbou,RO
Csáklya,Cetea,RO
Csáklyó,Čaklov,SK
Csákó,Cicău,RO
Csákóc,Čekovce,SK
Csáktornya,Čakovec,HR
Család,Čeľadice,SK
Családka,Čeľadince,SK
Csalányos,Žihľava,SK
Csalár,Čeláre,SK
Csall,Čelovce,SK
Csallóközaranyos,Zlatná na Ostrove,SK
Csallóközcsütörtök,Štvrtok na Ostrove,SK
Csallóközkürt,Ohrady,SK
Csallóköznádasd,Trstená na Ostrove,SK
Csallóköznyék,Nekyje na Ostrove,SK
Csallóközpósfa,Póšfa,SK
Csallóköztárnok,Trnávka,SK
Csalma,Čalma,YU
Csanád,Cenad,RO
Csanálos,Urziceni,RO
Csanálosnagyerdő,Urziceni-Pădure,RO
Csángótelep,Cărpinenii,RO
Csánk,Čankov,SK
Csantavér,Čantavir,YU
Csap,Csop,UA
Csapolc,Csopivci,UA
Csápor,Čápor,SK
Csapószentgyörgy,Sfântu Gheorghe,RO
Csaracsó,Ciaracio,RO
Csárad,Čaradice,SK
Csári,Čáry,SK
Csarnahó,Černochov,SK
Csarnatő,Csorna,UA
Csarnó,Šarišské Čierne,SK
Csarnóháza,Bulz,RO
Csarnólak,Čierna Lehota,SK
Csarondahát,Cservone,UA
Császárfalu,Kaisersdorf,A
Császári,Cesariu,RO
Császárkőbánya,Kaisersteinbruch,A
Császkó,Častkov,SK
Császlóc,Csaszlivci,UA
Császtó,Častkovce,SK
Csata,Čata,SK
Csatád,Lenauheim,RO
Csataj,Čataj,SK
Csatány,Cetan,RO
Csatófalva,Viişoara,RO
Csatószeg,Cetăţuia,RO
Csáva,Stoob,A
Csavajó,Čavoj,SK
Csávás,Ceuaş,RO
Csávos,Grănicerii,RO
Cseb,Cib,RO
Csebze,Cebza,RO
Csécs,Čečejovce,SK
Csécsény,Čačín,SK
Csécsénypatony,Čečínska Potôň,SK
Csedreg,Cidreag,RO
Cséfalva,Čechová,SK
Cséffa,Cefa,RO
Csegez,Pietroasa,RO
Csehberek,České Brezovo,SK
Cseherdős,Şumiţa,RO
Csehétfalva,Ceheţel,RO
Csehfalva,Češko Selo,YU
Csehi,Čechynce,SK
Csehlaka,Čehovec,HR
Cséhtelek,Ciutelec,RO
Csehtelke,Vişinelu,RO
Csejd,Cotuş,RO
Cséje,Ceie,RO
Csejke,Eisenberg an der Pinka,A
Csejkő,Čajkov,SK
Csejte,Čachtice,SK
Csék,Malinová,SK
Cseke,Čaka,SK
Csekefa,Čikečka Vas,SLO
Csekefalva,Cecheşti,RO
Csékehodos,Ogeşti,RO
Csekej,Čakajovce,SK
Csekelaka,Cecălaca,RO
Csekenye,Reghea,RO
Cseklész,Bernolákovo,SK
Cséklye,Cetea,RO
Cselej,Čeľovce,SK
Cselfalva,Čelovce,SK
Cselkószabadja,Čelkova Lehota,SK
Csém,Schandorf,A
Csemernye,Čemerné,SK
Csemic,Čemice,SK
Csendes,Tisiv,UA
Csendespatak,Tichý Potok,SK
Csendlak,Tišina,SLO
Csene,Cenei,RO
Csenej,Čenej,YU
Csengerbagos,Boghiş,RO
Csenke,Čenkovce,SK
Csenkeszfa,Čenkesfa,SK
Csenta,Čenta,YU
Csente,Čentiba,SLO
Csentevölgy,Čentiba,SLO
Csentőfa,Čentőfa,SK
Csépán,Cepari,RO
Csépányfalva,Štefanov,SK
Csepe,Csepe,UA
Cseralja,Aluniş,RO
Cserbel,Cerbăl,RO
Cserbia,Cerbia,RO
Csércs,Čirč,SK
Cserefalva,Stejeriş,RO
Cserejóc,Cserejivci,UA
Cserencsény,Čerenčany,SK
Cserény,Čerín,SK
Cserenye,Čereňany,SK
Cserépalja,Crepaja,YU
Cserepes,Hrnčiarska Ves,SK
Cseres,Dubová,SK
Cseresnyés,Črečan,HR
Cserestemes,Cireşu,RO
Cserfalu,Dubová,SK
Cserföld,Črenšovci,SLO
Csergőzávod,Závadka,SK
Cserhágó,Cirhagău,RO
Cserhalom,Gyibrivka,UA
Cserház,Cserejivci,UA
Cseri,Cerovo,SK
